
-175	1.5e-323	1.5e-323
-174	6.067e-321	6.067e-321
-173	2.64834e-318	2.64832e-318
-172	1.142701567e-315	1.14269302e-315
-171	4.87341693233e-313	4.8733804824e-313
-170	2.0542150306864e-310	2.0541996665142e-310
-169	8.557357998040911e-308	8.557293994646709e-308
-168	3.5227715231922206e-305	3.522745175181996e-305
-167	1.4330105139292535e-302	1.4329997959536384e-302
-166	5.759743897773094e-300	5.7597008186749666e-300
-165	2.2872532778958008e-297	2.2872361707431977e-297
-164	8.973267969956571e-295	8.973200855797994e-295
-163	3.477602336329603e-292	3.4775763261427034e-292
-162	1.331279703365543e-289	1.3312697462646843e-289
-161	5.033680083644815e-287	5.033642435008739e-287
-160	1.8797288094941027e-284	1.8797147503502038e-284
-159	6.932087353171941e-282	6.93203550568072e-282
-158	2.5243967839915706e-279	2.5243779031486285e-279
-157	9.07697314302303e-277	9.076905253172356e-277
-156	3.2223963061663524e-274	3.2223722047372193e-274
-155	1.1293680257880815e-271	1.1293595788487689e-271
-154	3.9072784377278376e-269	3.90724921382009e-269
-153	1.3343162975252148e-266	1.3343063177040347e-266
-152	4.4972964030935175e-264	4.49726276622775e-264
-151	1.4959420156897273e-261	1.4959308270107792e-261
-150	4.910325314576738e-259	4.910288588515068e-259
-149	1.590373898064799e-256	1.5903620030941595e-256
-148	5.082090145741421e-254	5.08205213498249e-254
-147	1.6021374945053447e-251	1.6021255115483039e-251
-146	4.982313974392742e-249	4.982276709888153e-249
-145	1.528253220084692e-246	1.5282417897322748e-246
-144	4.6232877326596375e-244	4.62325315343385e-244
-143	1.3792905887462827e-241	1.3792802725366899e-241
-142	4.057580472192355e-239	4.057550124088097e-239
-141	1.1769057630310969e-236	1.1768969605286063e-236
-140	3.365390397506737e-234	3.365365226536283e-234
-139	9.486452210562756e-232	9.486381257953127e-232
-138	2.6357338184013853e-229	2.6357141047922897e-229
-137	7.217432057287093e-227	7.217378075490127e-227
-136	1.947604111740189e-224	1.9475895448999417e-224
-135	5.178550074838763e-222	5.1785113425736115e-222
-134	1.3566167601283153e-219	1.3566066134957008e-219
-133	3.501054963367688e-217	3.501028777695421e-217
-132	8.899875610954045e-215	8.899809045518575e-215
-131	2.2282398772055637e-212	2.2282232113802865e-212
-130	5.493914583561546e-210	5.49387349255055e-210
-129	1.3338038778914854e-207	1.33379390187999e-207
-128	3.1881555112186586e-205	3.1881316658245955e-205
-127	7.501894699323213e-203	7.501838589873158e-203
-126	1.7375288009471236e-200	1.7375158053241916e-200
-125	3.960658489891698e-198	3.96062886665369e-198
-124	8.884254057488862e-196	8.884187608841922e-196
-123	1.9608106436425417e-193	1.9607959780076142e-193
-122	4.257488000964361e-191	4.257456157618906e-191
-121	9.093169862547106e-189	9.093101851321513e-189
-120	1.910122740773411e-186	1.9101084542481373e-186
-119	3.94575693111781e-184	3.945727419317183e-184
-118	8.014204022798947e-182	8.014144081546092e-182
-117	1.6002518107887908e-179	1.6002398419011366e-179
-116	3.140869365319989e-177	3.140845873569561e-177
-115	6.05870272273877e-175	6.058657407404277e-175
-114	1.148447327378681e-172	1.1484387377049278e-172
-113	2.1388308075172913e-170	2.1388148103878026e-170
-112	3.912971687115968e-168	3.912942420508939e-168
-111	7.031235622472402e-166	7.031183033175571e-166
-110	1.2407369469815979e-163	1.2407276670351801e-163
-109	2.1497007199629224e-161	2.1496846415270775e-161
-108	3.656387727645172e-159	3.6563603801169456e-159
-107	6.10417183138917e-157	6.104126175939081e-157
-106	1.000056140594541e-154	1.0000486607891164e-154
-105	1.6075573979689556e-152	1.6075453744262704e-152
-104	2.53497033713093e-150	2.534951377106855e-150
-103	3.920683434197536e-148	3.9206541098862e-148
-102	5.946340194172632e-146	5.94629571918485e-146
-101	8.842023992249479e-144	8.841957859311615e-144
-100	1.2887857634569215e-141	1.2887761241258099e-141
-99	1.840976383206984e-139	1.8409626138256596e-139
-98	2.5766986935254237e-137	2.5766794213877797e-137
-97	3.53292616619361e-135	3.532899742054053e-135
-96	4.7442392585278366e-133	4.74420377449949e-133
-95	6.238256865181461e-131	6.238210206804315e-131
-94	8.030193536344743e-129	8.030133475362573e-129
-93	1.011705519218226e-126	1.0116979522732107e-126
-92	1.2472243371844943e-124	1.2472150087003618e-124
-91	1.504153137718677e-122	1.5041418875613464e-122
-90	1.7741437490896115e-120	1.774130479564249e-120
-89	2.046089302939296e-118	2.0460739994237225e-118
-88	2.3066757853270024e-116	2.30665853277985e-116
-87	2.5413191042759325e-114	2.541300096736105e-114
-86	2.7354212583172087e-112	2.735400799007949e-112
-85	2.875811522034206e-110	2.875790012687978e-110
-84	2.952185384330057e-108	2.952163303751017e-108
-83	2.958329526980409e-106	2.9583074004447466e-106
-82	2.8929349578597446e-104	2.892913320434284e-104
-81	2.7598540596490013e-102	2.759833417587195e-102
-80	2.5677428637063087e-100	2.567723658519797e-100
-79	2.32913102401352e-98	2.329113603499719e-98
-78	2.0590577028121263e-96	2.0590423022845523e-96
-77	1.773481325931765e-94	1.773468061344459e-94
-76	1.487700210534247e-92	1.4876890834189378e-92
-75	1.2150044034810506e-90	1.2149953159677896e-90
-74	9.6572252462892e-89	9.657153015957671e-89
-73	7.467457365477113e-87	7.467401513308513e-87
-72	5.615235252156654e-85	5.615193253510976e-85
-71	4.104514702139165e-83	4.104484002788673e-83
-70	2.9152301523911184e-81	2.915208348185929e-81
-69	2.0110088891745447e-79	2.0109938480106036e-79
-68	1.3467666087114532e-77	1.3467565356882088e-77
-67	8.752031309809583e-76	8.751965849749415e-76
-66	5.516429727885583e-74	5.516388468223274e-74
